gene_name,family_id,description,is_clock_network_gene,family_size
NCU06649,2479,Nuclear pore complex protein Nup85,False,1
NCU06678,2480,5'-3' exoribonuclease 1,False,1
NCU06677,2481,Signal peptidase subunit 3,False,1
NCU06673,2482,Deoxycytidylate deaminase,True,1
stk-18,2483,Histone acetylase complex subunit Paf400,False,1
NCU04318,2484,Dihydroorotate dehydrogenase (fumarate),False,1
NCU08858,2485,MFS alpha-glucoside transporter,True,1
NCU04288,2486,Poly(A)+ RNA export protein,True,1
NCU03750,2487,Calmodulin,False,1
NCU04196,2488,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61,False,1
NCU03789,2489,MFS drug transporter,True,1
NCU04254,2490,C3H1-type domain-containing protein,False,1
NCU04150,2491,Protein MAK16,False,1
kal-1,2492,Homeobox domain-containing protein,False,1
NCU01199,2493,t-SNARE affecting a late Golgi compartment protein 1,False,1
NCU01174,2494,Anaphase-promoting complex subunit CDC23,False,1
NCU01104,2495,ATP-dependent RNA helicase,False,1
NCU01097,2496,Zn(2)-C6 fungal-type domain-containing protein,True,1
amph-1,2497,Amphiphysin-like lipid raft protein,False,1
MED5,2498,Mediator of RNA polymerase II transcription subunit 5,False,1
NCU05270,2499,Eukaryotic translation initiation factor 5B,False,1
pho-3,2500,Purple acid phosphatase,False,1
chs-6,2501,chitin synthase,False,1
NCU08687,2502,Galactokinase,False,1
NCU06522,2503,MFS maltose permease,False,1
NCU06518,2504,NADH-cytochrome b5 reductase,True,1
NCU07893,2505,RSC complex subunit Sfh1,True,1
NCU07891,2506,Endonuclease/exonuclease/phosphatase domain-containing protein,False,1
NCU05257,2507,Homeobox and C2H2 transcription factor,True,1
NCU05251,2508,DNA-directed RNA polymerase subunit,False,1
NCU05250,2509,Sister chromatid cohesion protein,False,1
NCU06531,2510,Rhodopsin domain-containing protein,False,1
NCU06530,2511,Palmitoyl-protein thioesterase 1,False,1
NCU06526,2512,Cytochrome P450,False,1
gh13-4,2513,Alpha-glucosidase,False,1
NCU06627,2514,DNA2/NAM7 helicase-like C-terminal domain-containing protein,True,1
srb-7,2515,Mediator of RNA polymerase II transcription subunit 21,False,1
NCU07013,2516,RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog,False,1
NCU08821,2517,Kelch repeat protein,False,1
pmb,2518,Arginine transporter,False,1
NCU05160,2519,ATP-dependent Zn protease,False,1
NCU05234,2520,GTP-binding protein ryh1,True,1
NCU05233,2521,Ribosome biogenesis protein NOP53,True,1
NCU05232,2522,AP complex subunit beta,False,1
NCU05231,2523,ER membrane protein complex subunit 4,True,1
NCU05227,2524,20S proteasome maturation protein Ump1,False,1
NCU05224,2525,Uridine kinase,True,1
NCU08278,2526,Mitochondrial carrier protein,False,1
NCU08272,2527,L-lactate dehydrogenase (cytochrome),True,1
NCU08267,2528,Activating signal cointegrator 1 complex subunit 3,False,1
NCU05282,2529,Spindle pole body component,False,1
NCU05281,2530,CT20-domain-containing protein,False,1
NCU05280,2531,DASH complex subunit ASK1,True,1
NCU05278,2532,sterol 22-desaturase,True,1
NCU05276,2533,Protein YIP,False,1
NCU05273,2534,Vps52/Sac2 family protein,False,1
gh18-6,2535,chitinase,False,1
NCU05314,2536,RING-type E3 ubiquitin transferase,False,1
NCU06587,2537,Mitochondrial fission process protein 1,True,1
NCU06585,2538,Rad4 family protein,True,1
NCU06576,2539,Uncharacterized protein,False,1
NCU08663,2540,60S ribosomal export protein NMD3,True,1
pan-4,2541,Pantoate--beta-alanine ligase,False,1
NCU08660,2542,Ribonuclease P protein subunit,True,1
NCU08658,2543,C6 zinc finger domain-containing protein,True,1
NCU08652,2544,Zn(2)-C6 fungal-type domain-containing protein,False,1
col-27,2545,Zinc binuclear cluster-type protein,False,1
NCU07734,2546,Zinc finger protein gcs1,True,1
NCU07733,2547,Probable electron transfer flavoprotein subunit beta,False,1
bcp-1,2548,Protein bcp-1,False,1
NCU07725,2549,Chorismate mutase,False,1
mdv1,2550,Mitochondrial division protein 1,False,1
NCU07719,2552,isopentenyl-diphosphate Delta-isomerase,False,1
rpa-2,2553,Replication protein A-2,False,1
tim21,2554,Mitochondrial import inner membrane translocase subunit tim21,False,1
NCU08806,2555,RecA family profile 1 domain-containing protein,False,1
NCU08804,2556,Solute carrier family 40 member,True,1
NCU08803,2557,amidase,False,1
NCU05235,2558,Ribosome biogenesis protein RLP24,False,1
NCU08685,2559,Phosphoribosylformylglycinamidine synthase,False,1
nst1,2560,Stress response protein nst1,False,1
NCU08678,2561,Translation machinery-associated protein 20,False,1
NCU08671,2562,Phosphomevalonate kinase,False,1
NCU08669,2563,aldehyde dehydrogenase (NAD(+)),False,1
NCU05307,2564,Rhodopsin domain-containing protein,True,1
NCU05301,2565,Methyltransferase,False,1
NCU05300,2566,Uncharacterized protein,False,1
NCU05296,2567,Spindle pole body component,False,1
pca-5,2568,Proteasome subunit alpha type,False,1
NCU05294,2569,C6 finger domain-containing protein,False,1
NCU05293,2570,Ribosomal RNA-processing protein 8,False,1
NCU05289,2571,Nucleolar GTP-binding protein 1,False,1
NCU05288,2572,Rab GDP dissociation inhibitor,False,1
NCU07970,2573,FAD-binding PCMH-type domain-containing protein,False,1
NCU07964,2574,3-oxoacyl-[acyl-carrier-protein] reductase,True,1
NCU07962,2575,CFEM domain-containing protein,False,1
NCU07959,2576,Phosphoglycerate mutase-like protein,True,1
NCU07958,2577,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",False,1
NCU07956,2578,Pre-rRNA-processing protein PNO1,False,1
pod-1,2579,Mitochondrion biogenesis protein,False,1
NCU07952,2580,C2H2 type zinc finger domain-containing protein,False,1
NCU07276,2581,ABC bile acid transporter,False,1
NCU07275,2582,Extracellular membrane protein CFEM domain-containing protein,True,1
NCU07269,2583,"Alpha-1,2-mannosidase",True,1
NCU07264,2584,E2 ubiquitin-conjugating enzyme,False,1
NCU07263,2585,Carnitine/acyl carnitine carrier,True,1
NCU07262,2586,Zinc transporter,False,1
NCU07261,2587,Chitobiosyldiphosphodolichol beta-mannosyltransferase,False,1
NCU07259,2588,GPI-anchor transamidase,True,1
NCU07297,2589,PHD-type domain-containing protein,True,1
NCU07282,2590,RNA polymerase II degradation factor 1,False,1
NCU07041,2591,KRR1 small subunit processome component,True,1
gh18-9,2592,chitinase,False,1
NCU07029,2593,FAD-binding PCMH-type domain-containing protein,False,1
NCU07027,2594,"Alpha-1,4 glucan phosphorylase",False,1
NCU07022,2595,Sorbitol dehydrogenase,False,1
NCU07020,2596,Vacuolar protein sorting-associated protein 17,True,1
NCU05211,2597,Inner centromere protein ARK-binding domain-containing protein,True,1
NCU05208,2598,Zn(2)-C6 fungal-type domain-containing protein,True,1
NCU05201,2599,Potassium channel protein,False,1
NCU05198,2600,General amino acid permease,False,1
NCU06401,2601,4a-hydroxytetrahydrobiopterin dehydratase,False,1
NCU06399,2602,Putative transcription factor kapC,False,1
NCU06396,2603,Got1 family protein,False,1
arp-5,2604,Chromatin remodeling complex subunit,False,1
NCU06390,2605,PAS domain-containing protein,False,1
NCU06386,2606,dolichyl-phosphate beta-glucosyltransferase,True,1
NCU06384,2607,MFS sugar transporter,False,1
NCU06382,2608,ABC transporter,False,1
NCU06380,2609,Zinc transporter YKE4,False,1
NCU06560,2610,HTH APSES-type domain-containing protein,False,1
mrps12,2611,Small ribosomal subunit protein uS12m,False,1
NCU06541,2612,"Alpha-1,2 mannosyltransferase KTR1",False,1
NCU06540,2613,Topisomerase II associated protein,False,1
NCU07714,2614,SYO1-like TPR repeats domain-containing protein,False,1
NCU07711,2615,Vacuolar calcium ion transporter/H(+) exchanger,True,1
iml1,2616,Vacuolar membrane-associated protein iml1,False,1
NCU07699,2617,CCCH zinc finger and RRM domain-containing protein,False,1
sec5,2618,Exocyst complex component SEC5,False,1
NCU07679,2619,Structural maintenance of chromosomes protein,False,1
NCU07675,2620,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU07672,2621,Coupling of ubiquitin conjugation to ER degradation protein 1,False,1
pco-1,2622,Purine utilization positive regulator,False,1
NCU07665,2623,E2 ubiquitin-conjugating enzyme,False,1
stk-45,2624,non-specific serine/threonine protein kinase,False,1
NCU06625,2625,Cysteine dioxygenase,True,1
NCU06623,2626,Transcription factor CBF/NF-Y/archaeal histone domain-containing protein,False,1
lea-1,2627,U2 small nuclear ribonucleoprotein A',False,1
NCU06621,2628,BIR-domain-containing protein,False,1
NCU06614,2629,Zn(2)-C6 fungal-type domain-containing protein,False,1
dim-8,2630,DNA damage-binding protein 1,False,1
NCU06603,2631,D-lactate dehydratase,False,1
NCU06602,2632,Mid2 domain-containing protein,True,1
NCU06595,2633,Vacuolar protein-sorting-associated protein 36,False,1
NCU06593,2634,MAP kinase activator,False,1
NCU06374,2635,Transmembrane 9 superfamily member,False,1
NCU06371,2636,RNA helicase,True,1
NCU06370,2637,Synaptobrevin homolog YKT6,False,1
NCU06367,2638,Protein YIP,True,1
NCU06360,2639,histidinol-phosphate transaminase,False,1
NCU06353,2640,5-formyltetrahydrofolate cyclo-ligase,True,1
NCU06348,2641,Inositol-1-monophosphatase,True,1
NCU06345,2642,Tyrosyl-DNA phosphodiesterase,True,1
NCU06344,2643,Disulfide isomerase,True,1
NCU06342,2644,Phospholipase,True,1
NCU06340,2645,TPR repeat protein,True,1
NCU06337,2646,DAGKc domain-containing protein,False,1
NCU06336,2647,tRNA (guanine(26)-N(2))-dimethyltransferase,False,1
NCU07944,2648,deoxyribose-phosphate aldolase,True,1
NCU07941,2649,Aspartate aminotransferase,False,1
NCU07936,2650,NMDA receptor-regulated protein 1,False,1
eif3h,2651,Eukaryotic translation initiation factor 3 subunit H,False,1
NCU07927,2652,Mitochondrial carrier protein,False,1
NCU07926,2653,glutamine--tRNA ligase,False,1
NCU07922,2654,Elongation factor 3,False,1
NCU07918,2655,Major facilitator superfamily (MFS) profile domain-containing protein,True,1
sem-1,2656,Putative 26S proteasome complex subunit sem-1,False,1
iml2,2657,Inclusion body clearance protein iml2,False,1
NCU07910,2658,Fatty acid hydroxylase domain-containing protein,False,1
NCU07907,2659,Protein HRI1,True,1
NCU07904,2660,Short chain dehydrogenase/reductase,False,1
NCU07898,2661,lytic cellulose monooxygenase (C4-dehydrogenating),False,1
NCU07330,2662,Transmembrane 9 superfamily member,False,1
MED4,2663,Mediator of RNA polymerase II transcription subunit 4,False,1
NCU07318,2664,Mannitol-1-phosphate 5-dehydrogenase,True,1
NCU07309,2665,guanine deaminase,True,1
NCU08328,2666,MT-A70-domain-containing protein,True,1
NCU08326,2667,Mitochondrial thiamine pyrophosphate carrier 1,False,1
NCU08324,2668,Co-chaperone protein HGH1 homolog,False,1
NCU08323,2669,Bystin,False,1
NCU08317,2670,Origin recognition complex subunit 4,True,1
NCU08313,2671,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase",False,1
NCU08312,2672,Sec1 family superfamily protein,False,1
NCU08298,2673,Lysophospholipase,True,1
NCU08293,2674,Bis(5'-adenosyl)-triphosphatase,False,1
NCU08292,2675,Tetracycline-efflux transporter,False,1
NCU08291,2676,Ferrochelatase,False,1
NCU06333,2677,Translocation protein SEC62,False,1
NCU06332,2678,Alpha/beta hydrolase,False,1
NCU06331,2679,Spo7-domain-containing protein,True,1
NCU06330,2680,Tyrosine specific protein phosphatases domain-containing protein,False,1
NCU06328,2681,Rhodopsin domain-containing protein,False,1
NCU06324,2682,Zn(2)-C6 fungal-type domain-containing protein,False,1
drc-2,2683,DNA replication complex GINS protein psf2,False,1
gh76-4,2684,"Mannan endo-1,6-alpha-mannosidase",False,1
NCU06318,2685,RNA helicase,False,1
atp25,2686,"ATPase synthesis protein 25, mitochondrial",False,1
crf5-1,2687,Chromatin remodeling factor 5-1,False,1
NCU06294,2688,ubiquitinyl hydrolase 1,True,1
NCU06284,2689,Vacuolar protein sorting-associated protein 35,False,1
NCU07002,2690,THO complex subunit 2,False,1
NCU06998,2691,Scavenger mRNA decapping enzyme,False,1
NCU06997,2692,Gamma interferon inducible lysosomal thiol reductase,True,1
NCU06996,2693,Phosphotransferase,True,1
NCU06988,2694,Spc97/Spc98 family protein,True,1
NCU06974,2695,Histidinol-phosphatase,True,1
xlr-1,2696,Transcriptional activator xlnR,False,1
NCU06969,2697,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",False,1
NCU06968,2698,Endoplasmic reticulum protein,True,1
NCU06965,2699,BZIP domain-containing protein,False,1
gh28-2,2700,"galacturonan 1,4-alpha-galacturonidase",False,1
NCU08048,2701,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",True,1
NCU08039,2702,RING-type domain-containing protein,False,1
msp-41,2703,Pre-mRNA-splicing factor syf1,False,1
NCU08033,2704,Ubiquitin-protein ligase,False,1
NCU08031,2705,Elongator complex protein 4,False,1
NCU08027,2706,Nucleoside diphosphatase,False,1
NCU08026,2707,3' exoribonuclease,False,1
NCU08024,2708,Mannan polymerase II complex ANP1 subunit,False,1
NCU08023,2709,Cytohesin-2,False,1
NCU08022,2710,Poly(A) polymerase,False,1
pms-1,2711,DNA mismatch repair protein PMS1,False,1
NCU08005,2712,"NADPH:adrenodoxin oxidoreductase, mitochondrial",False,1
NCU08002,2713,"Carnitine O-acetyltransferase, mitochondrial",True,1
bro-1,2714,Vacuolar protein-sorting protein bro-1,False,1
NCU08000,2715,Cutinase transcription factor 1 alpha,False,1
NCU07998,2716,DNA polymerase delta subunit 3,True,1
NCU07992,2717,Spt3,False,1
NCU07991,2718,DUF292 domain-containing protein,True,1
aps-2,2719,AP-2 complex subunit sigma,False,1
NCU07988,2720,ATPase family AAA domain-containing protein 1,False,1
NCU07986,2721,Membrane protein TMS1,True,1
NCU07984,2722,Chromosome segregation protein,False,1
NCU07974,2723,lytic cellulose monooxygenase (C4-dehydrogenating),False,1
NCU06174,2724,Autophagy-related protein 101,True,1
NCU07658,2725,Protein transporter sec72,True,1
NCU07656,2726,DNA-directed RNA polymerase III subunit,False,1
NCU07655,2727,Nucleoporin NUP49/NSP49,False,1
fip-1,2728,Pre-mRNA polyadenylation factor fip-1,False,1
NCU05680,2729,"Alpha-1,2-mannosyltransferase Kre5",False,1
NCU07626,2730,Gluconokinase,False,1
nst-7,2731,protein acetyllysine N-acetyltransferase,False,1
NCU07622,2732,Rho-GAP domain-containing protein,True,1
NCU07889,2733,Nudix hydrolase domain-containing protein,True,1
NCU07884,2734,Mitochondrial oxaloacetate transporter,False,1
prk-6,2735,cyclin-dependent kinase,False,1
NCU07879,2736,Mitochondrial metal transporter 2,False,1
tzn-1,2737,Zinc-regulated transporter 1,False,1
NCU07620,2738,MFS pantothenate transporter,True,1
NCU06261,2739,uracil phosphoribosyltransferase,True,1
NCU06257,2740,Rab-GAP TBC domain-containing protein,False,1
NCU06252,2741,protein-tyrosine-phosphatase,False,1
NCU06279,2742,Eukaryotic translation initiation factor 3 subunit L,False,1
NCU06277,2743,Microtubule associated protein,False,1
irs-4,2744,Increased rDNA silencing protein 4,False,1
NCU06272,2745,rRNA biogenesis protein RRP5,False,1
NCU06268,2746,Probable vacuolar protein sorting-associated protein 16 homolog,False,1
NCU05722,2747,Protein kinase domain-containing protein,True,1
mrp17,2748,Small ribosomal subunit protein bS6m,False,1
NCU05716,2749,Defective in cullin neddylation protein,False,1
NCU06215,2750,GPI ethanolamine phosphate transferase 2,False,1
stk-38,2751,non-specific serine/threonine protein kinase,False,1
NCU06199,2752,RNA binding protein Jsn1,False,1
csb,2753,DNA repair protein Rhp26/Rad26,False,1
NCU07826,2754,40S ribosomal protein S19,False,1
NCU07816,2755,Magnesium and cobalt transporter CorA,True,1
NCU07587,2756,Transcription factor SWI6,True,1
NCU07585,2757,precorrin-2 dehydrogenase,True,1
NCU06194,2758,MBOAT family protein,False,1
atrx,2759,ATRX,False,1
NCU06186,2760,C2H2-type domain-containing protein,False,1
NCU06183,2761,Vacuolar protein sorting protein DigA,True,1
mrpl38,2762,Large ribosomal subunit protein uL14m,False,1
NCU08535,2763,Acetyl-CoA carboxylase,False,1
NCU05693,2764,Interferon-induced GTP-binding protein Mx2,False,1
stk-40,2765,non-specific serine/threonine protein kinase,False,1
plc-1,2766,Phosphoinositide phospholipase C,False,1
NCU06242,2767,Lectin family integral membrane protein,False,1
arp-8,2768,Chromatin remodeling complex subunit,False,1
NCU06231,2769,Vacuolar amino acid transporter 1,True,1
NCU06227,2770,25S rRNA adenine-N(1) methyltransferase,False,1
NCU06222,2771,Tyrosyl-DNA phosphodiesterase domain-containing protein,True,1
prk-2,2772,Protein kinase Yak1,False,1
NCU07871,2773,Pentatricopeptide repeat protein,True,1
NCU07866,2774,Pre-mRNA-splicing factor,False,1
msp-40,2775,Pre-mRNA-splicing factor spp2,False,1
NCU07861,2776,Major facilitator superfamily (MFS) profile domain-containing protein,False,1
gh13-5,2777,Alpha-glucosidase,False,1
NCU07859,2778,sphingolipid C(9)-methyltransferase,False,1
NCU07853,2779,Uricase,True,1
NCU07851,2780,Superoxide dismutase 1 copper chaperone,True,1
NCU07843,2781,Vacuolar-sorting protein SNF8,False,1
NCU09594,2782,serine--tRNA ligase,True,1
NCU09488,2783,Protein SDA1,False,1
NCU09484,2784,Peptidase A1 domain-containing protein (Fragment),False,1
NCU09478,2785,CENP-S complex centromere protein X,False,1
NCU09469,2786,EF hand domain-containing protein,False,1
NCU08393,2788,FAD-binding domain-containing protein,False,1
NCU08414,2789,Protein kinase domain-containing protein,False,1
NCU08412,2790,"Mannan endo-1,4-beta-mannosidase A",False,1
mrpl24,2791,Large ribosomal subunit protein bL28m,False,1
cln3,2792,Protein btn-1,False,1
NCU08407,2793,MFS transporter,False,1
NCU08404,2794,Carrier domain-containing protein,True,1
NCU08402,2795,alcohol dehydrogenase (NADP(+)),False,1
NCU08448,2796,Cytochrome b561 domain-containing protein,True,1
NCU08447,2797,Rhodopsin domain-containing protein,True,1
NCU06846,2798,MFS myo-inositol transporter,False,1
NCU05350,2799,Major facilitator superfamily (MFS) profile domain-containing protein,False,1
tsp-5,2800,Probable tRNA-splicing endonuclease subunit tsp-5,False,1
NCU08507,2801,Zinc finger protein zpr1,True,1
NCU06767,2802,Replication factor C subunit 1,False,1
stk-48,2803,Protein-serine/threonine kinase,False,1
poli,2804,DNA polymerase Tau,False,1
NCU08748,2805,MFS general substrate transporter,False,1
NCU08744,2806,BZIP domain-containing protein,False,1
mus-43,2807,DNA repair protein RAD14,False,1
ham-3,2808,Striatin Pro11,False,1
NCU08734,2809,Peptidase S8/S53 domain-containing protein,False,1
NCU08729,2810,Transcription initiation factor TFIID subunit 10,False,1
NCU08696,2811,Ankyrin repeat protein,False,1
NCU06834,2812,Disintegrin and metalloproteinase domain-containing protein B,False,1
